mmsi,vessel_name,timestamp,latitude,longitude,speed_knots,heading
182268896,Nordic Zenith,2026-08-27T12:47:01Z,18.86675985027958,-154.30595381017753,12.8,73.0
279564192,BW Tiber,2026-08-28T00:15:41Z,18.793288752149685,-154.65375770444982,15.1,67.0
291757378,Stena Bulk,2026-08-28T00:21:43Z,20.792284549453633,-156.37548180334483,9.9,340.8
980757571,Fure West,2026-08-27T07:02:05Z,19.701346107077576,-154.28858649422017,17.4,289.3
285822178,Hafnia Lise,2026-08-27T11:49:12Z,20.665843116808535,-157.50647924277078,5.8,209.2
900006767,Knock Nevis,2026-08-27T12:21:00Z,18.222042193045247,-157.39267460161082,9.7,61.7
695786747,Knock Nevis,2026-08-27T17:27:47Z,20.113358133219513,-156.78675292842232,14.8,50.2
248821387,Esso Atlantic,2026-08-27T07:01:54Z,19.34802204477501,-155.01827403390513,14.3,79.3
892647207,Fure West,2026-08-27T14:29:20Z,18.29137706159037,-156.45503745454388,10.7,165.9
711652726,MV Seawise Giant,2026-08-27T18:54:23Z,21.82205715188482,-154.78011657028688,12.4,61.2
140745076,MSC Oscar,2026-08-27T09:42:06Z,20.12923294217117,-155.22678338261065,15.7,359.1
645721866,Oasis of the Seas,2026-08-27T20:10:21Z,20.7923223218943,-155.10867877737246,13.5,66.8
101062232,Batillus,2026-08-27T21:44:55Z,19.882854573285073,-154.31915576727826,12.7,121.4
374953341,Boraq,2026-08-27T22:28:20Z,20.079286366988192,-156.50471881548572,17.1,163.0
394206781,Boraq,2026-08-27T16:41:28Z,18.05587010327024,-157.12430801456836,8.3,218.0
404378070,Batillus,2026-08-27T19:26:11Z,20.45303683515755,-156.63792090438355,8.7,25.3
933854601,Boraq,2026-08-27T11:41:26Z,21.710411687839365,-155.00979442271213,19.4,56.2
629357187,BW Tiber,2026-08-27T05:23:42Z,21.598729775940274,-154.25408689972522,6.8,160.4
407420958,Stena Bulk,2026-08-27T05:25:06Z,21.485016473657538,-154.88418296259414,19.1,88.0
382341446,Oasis of the Seas,2026-08-27T20:42:16Z,19.108587038524803,-154.46425894828522,13.9,341.1
219570070,MV Seawise Giant,2026-08-27T12:13:17Z,20.868153803787166,-157.56048361458102,7.4,335.3
420430217,Fure West,2026-08-28T00:30:34Z,21.45135539492048,-154.81209369699872,5.8,309.0
944584342,Pioneering Spirit,2026-08-27T18:53:33Z,18.572349093468503,-156.2519173452873,16.9,345.0
659526892,Stena Bulk,2026-08-27T11:46:10Z,21.368027932234128,-156.55751540598948,8.7,185.0
965611545,Cosco Guangzhou,2026-08-27T18:48:06Z,21.47804581817671,-153.70077643711915,6.4,350.7
714490179,BW Tiber,2026-08-27T07:02:35Z,19.376850892313136,-155.71785648859722,17.8,114.0
873890089,Ever Given,2026-08-27T10:02:19Z,21.204694429178062,-154.53327116880766,18.6,108.8
292575639,Batillus,2026-08-27T11:53:07Z,19.095207089254032,-153.69397330505188,6.3,60.6
711611894,Suezmax Glory,2026-08-27T10:04:37Z,21.244173540013165,-156.72869553563683,19.6,140.1
692680000,Esso Atlantic,2026-08-27T16:19:43Z,19.127896958143488,-156.87282675072902,19.9,193.0
513158074,Nordic Zenith,2026-08-27T23:47:54Z,18.395652266331872,-156.86711503409427,10.3,220.2
551853325,CSCL Globe,2026-08-27T22:50:04Z,21.56006348439635,-156.4372323804724,13.5,24.5
287323267,Berge Emperor,2026-08-27T22:30:43Z,20.90714181014961,-153.9111339195268,10.1,5.9
268554262,BW Tiber,2026-08-27T11:46:28Z,18.606912063507867,-155.6524615285428,8.7,193.6
225290288,CSCL Globe,2026-08-27T09:38:47Z,18.17899377110318,-156.27572192898677,7.5,309.1
200172048,Fure West,2026-08-27T17:56:06Z,19.720219759133585,-155.56987176654036,9.6,82.3
241584732,Torm Gertrude,2026-08-27T11:02:54Z,19.32593333408003,-155.14157499424994,19.0,153.1
508614198,CSCL Globe,2026-08-27T18:18:25Z,18.92569557473305,-157.24867631231717,17.0,285.9
536108016,MV Seawise Giant,2026-08-27T15:51:45Z,18.67780506697791,-154.3062156994689,16.7,177.2
571754905,Suezmax Glory,2026-08-27T08:41:18Z,21.68808787262993,-156.45524801587203,9.5,234.9
955919221,Emma Maersk,2026-08-27T07:33:32Z,18.236664850622336,-157.13685414753255,12.8,160.0
715958983,Fure West,2026-08-27T10:11:50Z,21.17416306053734,-155.39722649652253,15.2,98.9
566852434,Hafnia Lise,2026-08-27T05:42:05Z,21.223635140622896,-156.89467366879992,8.2,199.0
111161207,Nordic Zenith,2026-08-28T02:04:48Z,18.505628330758555,-155.83196504566789,12.1,230.3
391121863,Emma Maersk,2026-08-28T03:25:44Z,18.21595170218112,-154.90150101904305,12.3,143.9
301822722,CSCL Globe,2026-08-27T12:55:49Z,18.465086510162365,-153.6799190307151,16.7,63.2
554504063,CSCL Globe,2026-08-27T13:01:43Z,20.687313313758953,-156.27897838282814,9.3,286.6
184852097,Oasis of the Seas,2026-08-28T01:12:27Z,19.30752931648574,-156.7512678208714,16.1,215.1
574363711,Pioneering Spirit,2026-08-27T18:29:15Z,21.055192733124773,-153.8755177264219,17.7,227.5
325773076,Torm Gertrude,2026-08-27T19:39:42Z,21.271478241562242,-153.84536940442493,9.1,233.4
634879905,Batillus,2026-08-27T13:07:47Z,18.395578679221604,-154.53665811930904,9.6,131.8
250377315,Berge Emperor,2026-08-27T14:42:21Z,20.36562013745191,-156.27313830756137,13.7,262.8
818450156,Ever Given,2026-08-27T22:38:29Z,18.573218778035102,-155.6806072322763,15.9,79.2
823053736,Suezmax Glory,2026-08-28T04:38:30Z,18.21523740857846,-153.93570543117062,18.1,33.2
149932931,Knock Nevis,2026-08-27T11:35:46Z,19.910078383387926,-155.0686538006118,15.5,326.5
992997080,Batillus,2026-08-28T02:39:14Z,21.768369292621184,-154.3687041480946,14.9,140.4
295909403,MSC Oscar,2026-08-27T12:59:34Z,19.51543737907892,-154.52533162328172,19.8,234.3
845692272,Pioneering Spirit,2026-08-27T19:16:01Z,19.301360537881294,-157.00319177239973,12.7,181.3
118372775,Ever Given,2026-08-27T12:50:43Z,18.10037303444794,-154.84604840678597,15.7,120.4
824234369,Torm Gertrude,2026-08-28T03:07:19Z,21.1900984204627,-154.96116486819014,16.4,122.3
995599390,Oasis of the Seas,2026-08-27T17:17:46Z,18.851114987351735,-155.89972324573304,9.2,46.4
611284149,Knock Nevis,2026-08-28T02:44:02Z,19.53639768516643,-154.11491949053,14.8,76.7
408851569,BW Tiber,2026-08-28T03:02:27Z,21.12899489285663,-154.4854691787745,9.6,296.0
254709570,TI Europe,2026-08-28T00:03:06Z,18.244132043741544,-154.1919721354215,14.1,25.1
738499533,Fure West,2026-08-27T21:07:22Z,18.58597842375253,-155.8322485759698,13.1,312.2
989201786,Fure West,2026-08-27T15:57:24Z,18.98726473882288,-155.7696510581366,6.4,77.5
486004055,Cosco Guangzhou,2026-08-28T00:20:35Z,19.289943415289663,-155.86832794088195,19.2,143.0
272443604,CSCL Globe,2026-08-27T07:10:49Z,20.566709473311896,-154.23868411461112,9.9,334.7
264868747,Ever Given,2026-08-27T19:18:00Z,18.780526592472302,-154.9373844521312,13.8,164.5
621790852,Fure West,2026-08-27T15:12:56Z,20.424907589573227,-157.5264740992001,9.6,103.5
448999732,Fure West,2026-08-27T15:29:11Z,18.44305800616891,-155.66432066103732,14.4,272.6
312990450,Batillus,2026-08-27T23:21:10Z,19.941570260410902,-154.23675106731497,17.0,38.2
459238814,MV Seawise Giant,2026-08-28T02:15:25Z,18.604331905938814,-155.8761316712845,7.2,261.5
695257968,Suezmax Glory,2026-08-27T18:27:37Z,21.690904021756122,-154.98272643430997,14.3,180.0
353985211,Pioneering Spirit,2026-08-27T05:48:47Z,18.39374829405374,-155.58936251793486,8.6,80.1
542756143,BW Tiber,2026-08-27T22:53:52Z,20.90679956851412,-154.25626386497322,17.9,337.2
691357629,Boraq,2026-08-27T15:24:58Z,18.655775456812012,-153.99028467872608,19.3,13.3
476698958,CSCL Globe,2026-08-27T12:18:40Z,21.894223526367718,-154.94782849913622,12.7,305.5
725259467,Ever Given,2026-08-27T05:01:29Z,18.21415367896967,-157.37815673168717,6.7,339.3
972004284,Hafnia Lise,2026-08-27T15:27:22Z,20.489475265508748,-156.22276294166886,19.0,329.2
607404351,Stena Bulk,2026-08-27T16:27:01Z,21.01886766439859,-154.65257833304082,14.7,74.9
593288076,Fure West,2026-08-27T05:54:57Z,17.900302409719124,-156.26866781218135,14.8,160.0
885096778,CSCL Globe,2026-08-27T13:27:16Z,20.269526327700426,-157.05960795742106,17.1,292.8
445892243,CMA CGM Marco Polo,2026-08-27T16:09:23Z,20.006083504865476,-154.68667029952448,14.7,266.6
684713610,Nordic Zenith,2026-08-27T18:06:17Z,18.128834600871688,-154.75054429950873,10.8,69.5
593893342,MSC Oscar,2026-08-28T00:55:55Z,20.772001129123367,-156.0384834518348,18.1,279.9
532733583,MV Seawise Giant,2026-08-27T23:38:33Z,20.141367278792448,-156.08165327903922,15.8,206.3
480255344,Nordic Zenith,2026-08-27T04:58:23Z,21.117745465893947,-155.86884300489024,19.8,29.1
653180265,Torm Gertrude,2026-08-27T23:27:57Z,19.829701207659884,-154.11163914003404,17.4,122.9
373441429,TI Europe,2026-08-27T20:13:20Z,20.370513396595083,-157.3559709711817,18.2,104.0
464204884,Oasis of the Seas,2026-08-27T18:45:26Z,21.692625251649524,-156.74120776709242,20.0,3.5
731007647,TI Europe,2026-08-27T05:53:52Z,20.164968108010793,-156.97781409515096,9.4,239.2
643902894,Cosco Guangzhou,2026-08-27T15:33:08Z,21.02455198939848,-155.91763502794237,13.9,208.1
266632148,TI Europe,2026-08-27T06:25:53Z,19.097405079401906,-155.70690295954861,11.0,145.5
230369127,Cosco Guangzhou,2026-08-28T01:54:02Z,19.721790792171692,-154.93548347773327,5.7,31.8
846380168,Hafnia Lise,2026-08-27T12:12:44Z,21.4266683899122,-154.43002276378596,16.0,237.3
110547447,TI Europe,2026-08-27T09:26:42Z,18.0610096970988,-154.29516923308884,12.9,356.8
150256649,Knock Nevis,2026-08-27T12:33:05Z,21.61109753423947,-154.9569632383564,8.4,67.6
293210753,Torm Gertrude,2026-08-27T18:14:35Z,18.11961539395025,-156.816033045352,10.8,199.5
227778675,Oasis of the Seas,2026-08-27T22:22:20Z,18.643018206972272,-154.47964395536337,10.9,63.1
738892533,Berge Emperor,2026-08-28T02:49:21Z,17.900014931894084,-156.33995806051232,6.7,298.8
705886354,Cosco Guangzhou,2026-08-27T20:33:47Z,18.057029540078805,-154.09932300538256,19.5,179.3
353950537,Emma Maersk,2026-08-27T19:43:21Z,18.238563939569026,-155.6118117225589,15.2,311.1
762323827,Esso Atlantic,2026-08-27T17:26:04Z,20.725399210462555,-154.8405992096366,14.8,211.9
401837807,MSC Oscar,2026-08-27T08:06:11Z,18.630714179228075,-153.60911280407626,14.3,93.8
732272099,Nordic Zenith,2026-08-28T04:36:02Z,21.64612115446964,-154.74106733811533,11.7,122.9
257590844,Fure West,2026-08-27T15:18:58Z,20.816885071743204,-156.0703319421623,7.2,158.1
750691577,Ever Given,2026-08-27T08:42:30Z,21.104094996839102,-155.70021527973776,14.5,143.6
471466516,Pioneering Spirit,2026-08-27T10:48:02Z,20.743539147891006,-157.25951622519992,15.5,63.1
475249491,BW Tiber,2026-08-27T19:10:55Z,18.910457369659724,-154.79365462020843,12.4,260.0
512673108,CSCL Globe,2026-08-27T19:04:36Z,19.660048746249586,-157.4384914461216,9.1,302.5
878103341,MV Seawise Giant,2026-08-28T02:47:13Z,19.12148299242778,-156.10549313097417,14.8,177.3
932570626,Emma Maersk,2026-08-27T04:47:09Z,21.211204095383085,-156.20544002577236,9.8,73.3
688325571,BW Tiber,2026-08-27T15:00:45Z,18.09542697267732,-156.54519978825655,7.6,306.3
151939746,Nordic Zenith,2026-08-27T06:45:13Z,19.638204321767734,-156.39875438533736,5.4,219.3
452193677,MSC Oscar,2026-08-28T02:44:35Z,18.62060753490114,-153.66450596745818,9.3,288.5
927101731,Oasis of the Seas,2026-08-27T05:59:47Z,20.157509305496596,-155.54840793893644,14.5,176.0
106888041,Oasis of the Seas,2026-08-27T16:55:37Z,18.63184200353347,-155.8773919614476,18.3,211.7
547147551,Berge Emperor,2026-08-27T05:23:06Z,21.8290868780825,-154.97924662563233,12.2,264.1
553471661,Batillus,2026-08-27T13:35:41Z,19.999699858959865,-153.7773023437543,14.1,285.4
545923764,MV Seawise Giant,2026-08-27T12:30:43Z,19.95389186545435,-154.3281388669451,19.5,198.5
575255674,Hafnia Lise,2026-08-27T11:34:07Z,18.07559022008573,-153.6575073529972,5.3,31.4
343203040,Nordic Zenith,2026-08-27T16:06:43Z,18.12567179467247,-156.47116532604647,8.8,242.7
167127357,TI Europe,2026-08-27T21:26:02Z,19.6794223051619,-155.54736647678547,19.3,104.9
763705663,Boraq,2026-08-27T20:59:18Z,20.17554379072973,-156.99142754456855,10.1,306.1
835072244,Fure West,2026-08-27T12:31:35Z,20.720225893511355,-155.95524017871628,8.4,323.7
979906809,Batillus,2026-08-27T05:48:46Z,20.51601971902787,-154.15673446426334,16.0,117.5
428228101,Boraq,2026-08-27T11:03:32Z,21.2294601606055,-156.69313926468797,12.6,90.6
769162570,CSCL Globe,2026-08-27T18:41:14Z,20.13796792965678,-155.59898118016454,8.5,199.2
797150046,Boraq,2026-08-27T17:39:29Z,18.246015534352132,-154.1760630052944,10.0,355.4
794938909,Oasis of the Seas,2026-08-27T14:24:30Z,19.56851815595705,-153.83878218751747,8.1,319.3
814171223,CSCL Globe,2026-08-27T17:07:53Z,20.609709707344276,-154.68968135606724,9.3,171.7
165614188,CSCL Globe,2026-08-27T20:04:22Z,21.228812897503264,-154.5412985552224,6.9,41.1
286341812,Berge Emperor,2026-08-27T21:48:38Z,20.350826008119355,-156.4505672996675,8.0,38.5
263773441,Batillus,2026-08-28T03:07:19Z,18.455704671300246,-156.23279511810324,8.6,151.8
884810401,Batillus,2026-08-27T13:52:05Z,18.30633440315225,-156.6899076775989,10.1,251.9
797404666,Ever Given,2026-08-27T13:48:46Z,20.210217552703057,-156.69618056233085,9.8,192.3
470373861,TI Europe,2026-08-27T20:24:21Z,20.54958386678644,-154.90361060223776,5.1,221.6
588460752,TI Europe,2026-08-27T19:58:13Z,19.147183833956674,-154.0746949429219,9.7,188.5
119546903,Berge Emperor,2026-08-27T07:00:49Z,20.51340409079562,-155.13384915323854,19.9,63.6
611437870,MSC Oscar,2026-08-27T13:50:58Z,20.147209609899853,-155.95155863745146,7.1,68.4
120609493,Batillus,2026-08-27T21:18:36Z,19.730221702380213,-157.28024056176682,14.0,207.1
334017078,Oasis of the Seas,2026-08-27T15:11:58Z,19.4335640723659,-156.52819121054122,15.7,305.0
694882370,Oasis of the Seas,2026-08-28T04:24:20Z,19.301669592459398,-156.37986501263396,7.9,86.7
544871274,Fure West,2026-08-27T20:31:58Z,18.839790572370653,-155.3836685002435,6.0,257.7
456588785,Nordic Zenith,2026-08-27T13:59:05Z,20.860216529956087,-157.17876939759768,17.8,290.4
168331703,Emma Maersk,2026-08-27T05:02:20Z,20.04724471456666,-156.93755856314354,5.5,220.2
106969494,TI Europe,2026-08-27T06:36:29Z,21.83209204225594,-156.7375738292703,8.8,149.9
465241209,MSC Oscar,2026-08-27T23:27:57Z,20.97625743372327,-153.66977250273771,14.0,140.4
516058297,Suezmax Glory,2026-08-27T19:19:31Z,20.641490885968135,-154.29020637666105,7.6,189.8
440575788,Berge Emperor,2026-08-27T09:45:09Z,21.583397053170447,-153.59257540959578,6.1,268.7
989124875,Cosco Guangzhou,2026-08-27T11:17:05Z,18.425144845775236,-154.91475054872424,10.4,195.0
824510383,Torm Gertrude,2026-08-27T16:58:11Z,20.62740075484353,-157.1815379114291,10.2,286.1
891678527,Emma Maersk,2026-08-27T19:41:40Z,19.128894222581735,-155.09178314309395,8.6,0.7
403097259,Oasis of the Seas,2026-08-27T05:13:25Z,21.51471300173657,-154.49608817814124,17.3,250.9
328152225,Boraq,2026-08-27T21:00:36Z,21.12341698963126,-153.80545261036443,17.1,220.2
735098419,Stena Bulk,2026-08-27T15:22:03Z,19.92304831869719,-154.71786488021633,16.4,217.6
984939411,CSCL Globe,2026-08-27T07:55:19Z,20.745552269375068,-155.30780258594064,19.5,222.9
638260714,Hafnia Lise,2026-08-27T13:16:48Z,21.454668643070043,-154.54158168856011,5.6,131.8
919700785,MSC Oscar,2026-08-28T02:24:48Z,19.418979327677704,-154.93930397064912,14.3,187.4
609481203,CSCL Globe,2026-08-28T03:35:50Z,20.162366981411044,-155.59756316439706,17.5,341.0
997916321,MV Seawise Giant,2026-08-27T16:56:53Z,21.399957682115602,-154.0458059335297,6.6,252.9
104550007,Boraq,2026-08-27T10:37:53Z,20.008094821919716,-154.4461236734848,17.6,105.8
302833332,Hafnia Lise,2026-08-27T04:55:08Z,18.753172772283754,-155.0543871580386,12.5,309.1
663091364,Emma Maersk,2026-08-28T04:15:31Z,19.93195758193964,-155.09662430535622,8.7,252.4
301688110,Berge Emperor,2026-08-27T11:45:36Z,21.239238016933637,-154.02912210916276,6.4,323.6
218185413,Pioneering Spirit,2026-08-27T18:54:09Z,19.102647467396,-154.84386655353794,17.3,314.1
552038120,MSC Oscar,2026-08-27T20:08:37Z,21.354218064896823,-157.52957225567812,17.8,324.8
864814799,Oasis of the Seas,2026-08-28T01:41:43Z,17.934645408286936,-157.44343034390536,14.1,46.0
349706812,MSC Oscar,2026-08-27T14:41:36Z,21.77086228765575,-153.6760140651941,15.6,82.9
445135750,Torm Gertrude,2026-08-27T12:01:19Z,20.591756159565186,-156.62180313019437,5.7,227.3
101381667,Torm Gertrude,2026-08-28T01:09:02Z,17.93557419619258,-154.91334269001402,5.1,298.5
793293236,Berge Emperor,2026-08-27T11:11:19Z,18.370044156610607,-154.27953210134285,11.7,102.0
982814007,CMA CGM Marco Polo,2026-08-28T01:23:16Z,18.960704336672773,-155.96789818356052,9.5,356.0
250033742,Knock Nevis,2026-08-27T11:48:23Z,21.63949479397521,-154.58568147537918,17.9,330.3
452924462,Stena Bulk,2026-08-27T10:51:33Z,20.316461238069564,-156.4223311091716,13.4,78.9
424429763,CMA CGM Marco Polo,2026-08-27T07:12:13Z,21.150369523303986,-154.55271498508066,19.5,12.4
370169380,Oasis of the Seas,2026-08-27T12:51:03Z,21.85668082248195,-153.68581145866563,12.6,76.7
559918039,Nordic Zenith,2026-08-28T03:17:49Z,19.51077460779625,-155.65705676920018,16.2,295.7
249071793,TI Europe,2026-08-27T06:54:00Z,19.479487556780395,-154.92757749432116,6.5,143.5
559256749,Hafnia Lise,2026-08-27T13:49:49Z,18.514534970377447,-156.49246048194556,16.3,162.6
526604864,Cosco Guangzhou,2026-08-27T11:54:07Z,18.121348471198097,-156.1415474000638,19.3,162.5
761293902,Emma Maersk,2026-08-28T02:11:24Z,18.277232907875987,-155.9690244630981,7.8,62.4
179803221,MV Seawise Giant,2026-08-28T02:16:54Z,21.411163168055182,-154.05117141764214,8.7,93.6
680713572,TI Europe,2026-08-27T21:36:28Z,18.88510874348944,-155.91145153367697,5.4,120.7
165191804,CMA CGM Marco Polo,2026-08-27T13:35:15Z,18.194859240667473,-157.06922510609084,20.0,19.7
849458740,Stena Bulk,2026-08-27T15:01:27Z,20.451379700078686,-157.1548300739826,14.7,276.0
736750333,CSCL Globe,2026-08-28T02:07:38Z,18.42504503683098,-156.033489814246,5.3,145.8
416861600,BW Tiber,2026-08-27T23:23:42Z,21.365937120239927,-157.23803524695805,11.3,33.1
944076316,Hafnia Lise,2026-08-27T04:55:29Z,19.012500206584594,-155.18948519006437,18.6,211.7
184522143,Emma Maersk,2026-08-27T09:46:30Z,19.643992807937632,-157.48573231808933,5.1,225.7
438140219,Nordic Zenith,2026-08-27T22:52:52Z,21.646650739988758,-157.3249590001597,9.9,281.5
398968414,Batillus,2026-08-27T08:13:28Z,19.12343161016283,-156.01372230501033,14.7,26.9
281053549,MV Seawise Giant,2026-08-27T04:43:40Z,21.263087292872555,-153.7007930883282,19.3,24.5
437476783,Oasis of the Seas,2026-08-27T20:48:07Z,19.038793510052802,-153.74099797219932,17.8,220.1
173441223,TI Europe,2026-08-27T09:50:51Z,21.172235937881304,-154.9837414152089,8.8,20.7
243073288,Hafnia Lise,2026-08-27T14:12:32Z,21.514768332717214,-154.1434046677018,17.4,125.5
675732359,Cosco Guangzhou,2026-08-27T13:42:31Z,18.305966573856274,-154.28199461051508,12.9,327.6
872142369,MSC Oscar,2026-08-27T21:31:27Z,18.675495440424925,-157.53062047404197,10.7,141.6
344464405,Batillus,2026-08-28T00:32:07Z,20.861778944362808,-154.9526736601427,5.7,54.8
490434422,Boraq,2026-08-27T17:59:40Z,20.633673856556715,-155.76797932543033,18.3,65.8
145799708,MSC Oscar,2026-08-27T07:32:48Z,18.108420436745455,-156.09693276787635,8.3,165.0
964204384,Esso Atlantic,2026-08-28T01:25:42Z,18.520584781993897,-153.74267499204942,6.9,8.2
700240878,Fure West,2026-08-27T10:51:08Z,19.7980841401647,-155.5606637671585,15.0,18.3
170287377,Ever Given,2026-08-27T06:15:29Z,18.048434299897057,-154.13236917762012,9.9,115.9
868936525,Stena Bulk,2026-08-28T04:39:19Z,19.512672002741912,-154.3263118576944,8.6,31.4
434523638,Hafnia Lise,2026-08-27T21:30:43Z,20.371264926844972,-157.51048900856293,5.2,201.4
597703308,Suezmax Glory,2026-08-27T11:10:18Z,18.539259287059796,-157.06149531446988,7.2,289.1
605462963,Stena Bulk,2026-08-27T04:57:42Z,20.266068500588894,-155.7063354641316,14.1,113.0
968839511,Ever Given,2026-08-28T03:23:34Z,20.58507802236189,-154.4377577911329,16.9,306.4
948844678,Nordic Zenith,2026-08-28T01:42:58Z,18.00080209922656,-156.41268242834366,18.1,81.0
810660318,Hafnia Lise,2026-08-27T14:25:30Z,19.320376255086117,-157.28316908476637,11.5,10.1
571087240,Hafnia Lise,2026-08-27T14:06:15Z,21.421816423457305,-154.00532860713406,16.2,276.4
133334635,Nordic Zenith,2026-08-27T18:52:32Z,20.910849730285545,-154.47486549174542,7.3,294.3
860061008,MV Seawise Giant,2026-08-28T01:59:30Z,18.61118797157555,-153.97376729793234,19.1,125.5
968196586,Esso Atlantic,2026-08-27T13:33:08Z,21.30132649913599,-156.75763495626995,6.2,287.9
778722124,CMA CGM Marco Polo,2026-08-27T16:48:28Z,17.925614317623577,-153.96022619620314,9.2,75.3
229865882,CSCL Globe,2026-08-27T13:38:53Z,17.99707335916948,-155.4512256155906,17.9,267.7
631626120,Knock Nevis,2026-08-27T13:44:12Z,18.632000073587747,-155.63714182312717,19.5,299.0
564584449,Stena Bulk,2026-08-27T12:53:30Z,21.274691866341218,-155.62658411901683,6.9,271.9
954394300,MSC Oscar,2026-08-27T07:17:09Z,18.274819033455,-157.35570811772595,9.4,326.3
886769345,Hafnia Lise,2026-08-27T22:03:45Z,21.648466751433382,-155.06112881408362,17.2,39.8
645739152,MSC Oscar,2026-08-28T04:04:33Z,20.15002680103409,-156.12797529020676,18.1,130.8
919206479,Suezmax Glory,2026-08-27T18:44:29Z,17.95749678616782,-153.70601506372336,10.7,43.0
771093650,Batillus,2026-08-28T01:04:27Z,20.43518364878406,-154.2865072715567,11.8,86.0
486935808,TI Europe,2026-08-28T00:53:50Z,20.58521105629327,-156.06395759900656,17.5,255.1
188735558,Hafnia Lise,2026-08-28T03:42:09Z,19.479502971802866,-154.62906325331613,5.7,235.3
186228516,Pioneering Spirit,2026-08-28T02:01:33Z,18.97551305490772,-155.15463451465325,6.2,209.7
504907302,Esso Atlantic,2026-08-27T22:29:38Z,18.85006833348394,-155.9440117531968,10.6,128.5
134556268,CMA CGM Marco Polo,2026-08-27T16:19:27Z,18.31096443077972,-154.74138624331763,11.0,100.8
834623391,Suezmax Glory,2026-08-27T16:25:27Z,18.125290016684335,-154.44732465926148,14.1,78.8
975995779,Suezmax Glory,2026-08-27T11:36:01Z,19.566398677870858,-157.541040384738,16.9,96.6
133807091,Torm Gertrude,2026-08-28T03:07:20Z,21.38423434172979,-157.29002620976348,6.1,135.9
744168288,Suezmax Glory,2026-08-27T15:23:43Z,17.910572346109376,-157.15841717913122,18.3,25.0
796571373,MSC Oscar,2026-08-28T00:56:20Z,21.397462523814085,-156.4702279722398,11.6,84.2
971790054,Ever Given,2026-08-27T15:55:14Z,20.305752265318443,-156.83546775598685,8.9,154.8
981445225,Knock Nevis,2026-08-27T05:10:08Z,20.012229298046268,-154.74874905600026,9.1,117.2
554352720,Torm Gertrude,2026-08-27T21:50:09Z,18.993797775611817,-156.91572365628738,6.7,169.5
350689143,Hafnia Lise,2026-08-27T21:39:51Z,21.3673609357086,-155.73917017586678,16.5,148.3
966869705,Fure West,2026-08-27T06:06:35Z,20.565328237325218,-156.20824208145189,13.6,145.4
336156836,Knock Nevis,2026-08-28T01:57:38Z,18.067545284459705,-155.15330763478616,15.4,51.5
313596534,Esso Atlantic,2026-08-28T02:59:33Z,21.35734930683915,-155.89524198879653,6.9,10.2
